Role,Module,Route,API endpoint,Action,Expected access,Navigation visibility,Direct URL access,Backend/API authorization,Ownership restriction,Automated test,Browser result,Live result,Status,Evidence,Blocker
pm,CRM & Proposal,/crm/opportunities/[id]/proposal/change-requests,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),NO CONFIGURED NAV ITEM,ALLOW BY CATCH-ALL; PAGE GATE VARIES,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,PARTIAL,apps/web/src/app/(dashboard)/crm/opportunities/[id]/proposal/change-requests/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,CRM & Proposal,/crm/opportunities/[id]/proposal/design,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),NO CONFIGURED NAV ITEM,ALLOW BY CATCH-ALL; PAGE GATE VARIES,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,PARTIAL,apps/web/src/app/(dashboard)/crm/opportunities/[id]/proposal/design/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,CRM & Proposal,/crm/opportunities/[id]/proposal/inspection,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),NO CONFIGURED NAV ITEM,ALLOW BY CATCH-ALL; PAGE GATE VARIES,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,PARTIAL,apps/web/src/app/(dashboard)/crm/opportunities/[id]/proposal/inspection/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,CRM & Proposal,/crm/opportunities/[id]/proposal/pprf,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),NO CONFIGURED NAV ITEM,ALLOW BY CATCH-ALL; PAGE GATE VARIES,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,PARTIAL,apps/web/src/app/(dashboard)/crm/opportunities/[id]/proposal/pprf/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,CRM & Proposal,/crm/opportunities/new/pprf,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),NO CONFIGURED NAV ITEM,ALLOW BY CATCH-ALL; PAGE GATE VARIES,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,PARTIAL,apps/web/src/app/(dashboard)/crm/opportunities/new/pprf/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Dashboard,/dashboard,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,BLOCKED,apps/web/src/app/(dashboard)/dashboard/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Documents,/documents,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/documents/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Finance,/finance,N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/finance/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Finance,/finance/cash,N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/finance/cash/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Finance,/finance/cash/[id],N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),PARENT HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/finance/cash/[id]/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Finance,/finance/cash/new,N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),PARENT HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/finance/cash/new/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Finance,/finance/journals/[id],N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),PARENT HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/finance/journals/[id]/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Finance,/finance/journals/new,N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),PARENT HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/finance/journals/new/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Finance,/finance/ledger,N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),PARENT HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/finance/ledger/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Finance,/finance/payables,N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/finance/payables/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Finance,/finance/payables/[id],N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),PARENT HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/finance/payables/[id]/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Finance,/finance/payables/[id]/edit,N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),PARENT HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/finance/payables/[id]/edit/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Finance,/finance/payables/new,N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),PARENT HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/finance/payables/new/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Finance,/finance/receivables,N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/finance/receivables/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Finance,/finance/reconciliation,N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/finance/reconciliation/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Finance,/finance/reconciliation/[id],N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),PARENT HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/finance/reconciliation/[id]/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Finance,/finance/reconciliation/new,N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),PARENT HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/finance/reconciliation/new/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Proposal Print,/inspection/[id],N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),NO CONFIGURED NAV ITEM,ALLOW BY CATCH-ALL; PAGE GATE VARIES,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,PARTIAL,apps/web/src/app/(print)/inspection/[id]/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Inventory,/inventory,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/inventory/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Inventory,/inventory/movements,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/inventory/movements/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Inventory,/inventory/movements/[id],N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/inventory/movements/[id]/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Inventory,/inventory/movements/new,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/inventory/movements/new/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Inventory,/inventory/receipts,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/inventory/receipts/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Inventory,/inventory/receipts/[id],N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/inventory/receipts/[id]/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Inventory,/inventory/receipts/new,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/inventory/receipts/new/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
